id,label
1,1
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,1
13,1
14,0
15,1
16,0
17,1
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,0
33,1
34,0
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,0
50,1
51,1
52,1
53,1
54,1
55,0
56,0
57,1
58,1
59,1
60,1
61,1
62,0
63,0
64,0
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,1
79,0
80,1
81,1
82,1
83,0
84,0
85,1
86,1
87,0
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,0
107,1
108,0
109,1
110,1
111,0
112,0
113,1
114,0
115,0
116,0
117,1
118,1
119,1
120,0
121,1
122,1
123,1
124,0
125,0
126,1
127,0
128,1
129,1
130,1
131,1
132,0
133,1
134,1
135,1
136,1
137,0
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,1
146,1
147,1
148,0
149,1
150,0
151,0
152,1
153,1
154,1
155,1
156,1
157,1
158,0
159,1
160,0
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,1
173,0
174,0
175,1
176,1
177,1
178,1
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,0
187,0
188,1
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,0
206,1
207,1
208,1
209,0
210,0
211,1
212,1
213,1
214,0
215,1
216,1
217,0
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,0
249,1
250,1
251,1
252,1
253,1
254,1
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,0
272,0
273,1
274,0
275,0
276,1
277,1
278,1
279,1
280,0
281,0
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,0
291,0
292,1
293,1
294,1
295,0
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,0
310,1
311,1
312,0
313,1
314,1
315,1
316,1
317,1
318,1
319,0
320,1
321,0
322,1
323,0
324,1
325,1
326,1
327,1
328,0
329,1
330,0
331,1
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,0
353,1
354,1
355,1
356,1
357,0
358,0
359,1
360,0
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,0
372,0
373,0
374,0
375,1
376,1
377,1
378,1
379,1
380,0
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,1
393,1
394,1
395,1
396,0
397,1
398,0
399,1
400,1
401,1
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,0
410,0
411,1
412,0
413,1
414,1
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,0
440,0
441,1
442,0
443,0
444,1
445,1
446,0
447,1
448,1
449,1
450,0
451,1
452,1
453,0
454,1
455,0
456,0
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,0
471,0
472,0
473,1
474,0
475,1
476,0
477,1
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,1
491,1
492,1
493,0
494,1
495,1
496,0
497,1
498,1
499,1
500,0
501,1
502,0
503,1
504,1
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,1
514,1
515,0
516,1
517,1
518,0
519,1
520,0
521,0
522,1
523,1
524,0
525,1
526,1
527,0
528,1
529,0
530,0
531,1
532,0
533,1
534,0
535,1
536,0
537,1
538,1
539,1
540,0
541,1
542,1
543,0
544,1
545,1
546,0
547,0
548,1
549,1
550,1
551,0
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,0
562,0
563,1
564,1
565,1
566,1
567,1
568,0
569,1
570,1
571,1
572,1
573,1
574,0
575,1
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,1
604,0
605,1
606,1
607,1
608,1
609,0
610,1
611,1
612,0
613,1
614,0
615,0
616,1
617,0
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,0
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,0
636,1
637,1
638,1
639,1
640,0
641,1
642,0
643,0
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,0
657,1
658,0
659,0
660,1
661,0
662,1
663,0
664,1
665,1
666,1
667,1
668,0
669,1
670,1
671,1
672,1
673,1
674,0
675,0
676,1
677,0
678,1
679,1
680,1
681,0
682,1
683,1
684,0
685,1
686,1
687,0
688,1
689,1
690,1
691,0
692,1
693,0
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,1
707,1
708,1
709,0
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,0
718,1
719,1
720,1
721,1
722,1
723,1
724,0
725,1
726,0
727,0
728,1
729,1
730,1
731,1
732,0
733,0
734,0
735,1
736,1
737,0
738,1
739,1
740,1
741,1
742,0
743,1
744,0
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,1
754,0
755,1
756,0
757,1
758,0
759,1
760,1
761,1
762,0
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,0
787,0
788,1
789,1
790,1
791,1
792,1
793,0
794,1
795,0
796,0
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,0
825,1
826,1
827,1
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,0
838,0
839,1
840,0
841,0
842,1
843,0
844,0
