id,label
1,0
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,1
13,1
14,0
15,0
16,0
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,1
31,1
32,0
33,1
34,0
35,0
36,0
37,0
38,1
39,1
40,0
41,1
42,1
43,0
44,1
45,1
46,0
47,1
48,0
49,1
50,1
51,1
52,1
53,1
54,1
55,0
56,0
57,1
58,0
59,1
60,1
61,1
62,0
63,0
64,0
65,1
66,1
67,1
68,0
69,1
70,0
71,1
72,1
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,0
87,0
88,0
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,0
97,1
98,0
99,1
100,0
101,0
102,1
103,0
104,0
105,1
106,0
107,0
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,0
116,0
117,0
118,1
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,1
127,0
128,0
129,1
130,1
131,1
132,0
133,1
134,1
135,1
136,1
137,0
138,1
139,1
140,0
141,0
142,0
143,1
144,1
145,1
146,0
147,0
148,0
149,1
150,0
151,0
152,1
153,0
154,0
155,1
156,1
157,0
158,0
159,0
160,0
161,1
162,1
163,1
164,1
165,0
166,0
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,0
175,0
176,1
177,0
178,1
179,0
180,1
181,1
182,0
183,0
184,0
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,1
199,1
200,0
201,0
202,0
203,0
204,1
205,0
206,1
207,0
208,0
209,1
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,0
228,1
229,1
230,0
231,1
232,1
233,0
234,1
235,1
236,1
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,0
249,1
250,1
251,1
252,1
253,1
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,1
263,0
264,1
265,1
266,0
267,0
268,1
269,1
270,0
271,0
272,0
273,1
274,0
275,0
276,1
277,1
278,0
279,0
280,1
