id,label
1,0
2,0
3,0
4,1
5,1
6,0
7,1
8,1
9,1
10,0
11,0
12,1
13,1
14,0
15,0
16,0
17,0
18,1
19,1
20,1
21,0
22,1
23,1
24,1
25,0
26,1
27,0
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,1
40,1
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,0
50,0
51,1
52,0
53,1
54,0
55,1
56,0
57,1
58,0
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,1
77,1
78,0
79,0
80,0
81,0
82,1
83,1
84,0
85,1
86,1
87,0
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,0
98,0
99,1
100,1
101,0
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,0
113,0
114,1
115,0
116,1
117,0
118,0
119,0
120,1
121,0
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,0
134,1
135,1
136,1
137,0
138,0
139,1
140,1
141,0
142,1
143,1
144,1
145,1
146,1
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,1
158,0
159,0
160,0
161,1
162,1
163,0
164,0
165,1
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,0
183,0
184,0
185,1
186,1
187,0
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,0
198,0
199,0
200,1
201,1
202,1
203,1
204,0
205,0
206,1
207,0
208,1
209,1
210,1
211,0
212,0
213,1
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,1
222,1
223,1
224,1
225,0
226,1
227,0
228,1
229,0
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,1
248,1
249,1
250,1
251,0
252,1
253,1
254,1
255,1
256,0
257,1
258,1
259,1
260,1
261,1
262,0
263,1
264,1
265,1
266,0
267,1
268,0
269,1
270,0
271,0
272,0
273,1
274,1
275,0
276,0
277,1
278,1
279,0
280,1
