id,label
1,1
2,1
3,0
4,1
5,1
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,0
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,0
37,1
38,1
39,0
40,0
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,0
57,1
58,0
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,0
82,1
83,1
84,0
85,1
86,1
87,1
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,1
96,0
97,0
98,1
99,0
100,0
101,0
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,0
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,0
140,1
141,1
142,0
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,1
152,1
153,0
154,0
155,1
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,0
174,0
175,1
176,1
177,0
178,1
179,1
180,1
181,1
182,0
183,0
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,1
203,1
204,1
205,1
206,1
207,0
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,0
218,1
219,0
220,1
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,1
236,1
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,0
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,0
262,1
263,1
264,1
265,1
266,0
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,0
276,1
277,1
278,0
279,0
280,1
281,0
282,0
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,1
293,1
294,0
295,0
296,0
297,1
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,0
320,1
321,1
322,1
323,0
324,0
325,1
326,1
327,1
328,0
329,1
330,1
331,0
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,0
340,1
341,1
342,0
343,0
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,1
358,0
359,1
360,0
361,1
362,1
363,1
364,0
365,1
366,0
367,1
368,0
369,1
370,1
371,1
372,0
373,1
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,0
393,0
394,1
395,1
396,1
397,0
398,1
399,1
400,1
401,1
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,0
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,0
431,1
432,1
433,0
434,1
435,1
436,1
437,1
438,0
439,1
440,1
441,1
442,0
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,1
469,0
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,0
480,0
481,0
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,0
498,1
499,1
500,0
501,0
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,0
515,1
516,1
517,0
518,1
519,1
520,0
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,0
531,1
532,1
533,0
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,0
546,1
547,1
548,1
549,1
550,1
551,1
552,0
553,1
554,1
555,1
556,0
557,0
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,0
570,1
571,1
572,1
573,1
574,1
575,0
576,1
577,0
578,1
579,1
580,0
581,1
582,1
583,1
584,0
585,1
586,0
587,0
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,0
596,1
597,1
598,1
599,1
600,1
601,0
602,1
